Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (evaluations),Tuition fees up to date,Curricular units 1st sem (evaluations),Admission grade,Course,Age at enrollment,Previous qualification (grade),Father's occupation,Application mode,Mother's occupation,Curricular units 2nd sem (enrolled),GDP,Curricular units 1st sem (enrolled),Mother's qualification,Father's qualification,Scholarship holder,Target_binary
0,0.0,0,0.0,10,0,5,101.8,8014,32,120.0,99,39,99,5,1.74,5,34,34,0,1
7,13.4,7,13.4,8,1,8,143.0,9500,18,157.0,9,1,9,8,-1.7,8,37,37,0,0
3,11.666666666666666,2,12.0,14,0,14,117.5,9853,20,121.0,7,18,7,6,1.74,6,38,19,0,1
3,13.0,2,13.0,13,1,15,100.7,9003,39,133.1,4,39,9,6,-4.06,6,19,19,0,0
6,11.666666666666666,6,11.5,6,1,7,120.4,9238,20,134.0,5,1,5,6,0.32,6,37,37,0,0
8,12.6125,7,13.78,8,1,7,119.9,9500,18,130.0,7,1,9,8,1.79,7,19,19,0,0
0,0.0,0,0.0,0,1,5,170.0,8014,27,170.0,4,7,4,6,-3.12,5,19,19,0,1
1,11.0,1,10.0,14,1,14,136.1,9991,42,133.1,10,43,3,5,0.79,5,37,19,1,1
6,17.428571428571427,6,16.5,7,1,6,126.6,9238,18,136.0,4,17,3,6,2.02,6,1,3,0,1
1,10.0,2,12.0,12,1,11,160.0,9130,31,130.0,6,39,9,6,-0.92,6,37,37,0,1
6,11.571428571428571,5,12.0,8,1,12,121.3,9773,20,130.0,4,18,4,6,-4.06,6,19,19,0,1
4,13.75,5,11.4,9,1,10,135.6,9670,46,133.1,9,39,9,6,1.79,6,37,37,0,1
3,10.0,5,11.4,9,1,9,114.9,9238,19,125.0,6,1,9,6,3.51,6,19,38,1,0
0,0.0,0,0.0,5,1,5,107.0,9670,26,150.0,0,39,0,5,0.32,5,34,34,0,1
3,11.333333333333334,2,10.5,9,1,11,121.5,9991,38,133.1,9,39,9,5,0.32,5,37,37,0,0
6,13.0,6,12.5,6,1,6,143.6,9070,18,146.0,0,1,0,6,0.32,6,34,34,0,1
4,11.6,4,13.0,8,0,6,119.6,9070,21,122.0,7,17,5,6,1.74,6,19,38,0,1
10,12.0,11,11.272727272727272,16,1,16,146.2,9991,28,130.0,9,39,9,11,1.74,14,37,37,0,0
5,15.6,5,14.0,5,1,5,140.0,9991,26,140.0,6,7,6,5,1.79,5,37,37,0,0
5,13.2,5,13.333333333333334,6,1,6,105.4,9670,20,111.0,5,1,5,5,0.32,5,1,1,0,0
1,11.0,1,10.0,10,1,9,132.3,9147,20,140.0,7,17,9,5,0.32,5,37,37,0,1
5,13.285714285714286,3,13.0,12,1,15,150.0,9085,21,150.0,6,43,6,5,1.74,7,38,37,1,0
6,11.166666666666666,5,11.6,6,1,10,128.8,9238,18,141.0,3,1,7,6,1.74,6,19,1,0,0
7,15.885714285714286,7,15.885714285714286,8,1,8,117.8,9500,19,130.0,10,1,5,8,1.74,8,38,37,0,0
11,11.363636363636363,12,11.833333333333334,15,1,21,120.0,9991,37,120.0,9,43,9,12,-1.7,14,37,37,0,0
3,11.333333333333334,3,13.0,11,1,10,104.0,9670,24,120.0,0,39,0,5,0.32,5,34,34,0,1
5,15.0,6,14.5,7,1,6,120.0,9254,20,128.0,8,1,7,6,1.79,6,19,19,1,0
1,10.0,0,0.0,5,0,5,120.0,9991,46,120.0,7,7,6,5,2.02,5,37,37,0,1
6,13.5,6,12.571428571428571,6,1,7,141.8,9238,21,140.0,0,44,5,6,1.79,6,38,19,0,0
6,14.0,6,13.5,7,1,7,123.6,9238,19,133.0,7,17,5,6,-4.06,6,19,19,1,0
0,0.0,0,0.0,8,0,12,114.0,9085,19,121.0,8,1,9,5,-3.12,5,38,37,0,1
6,11.833333333333334,6,11.333333333333334,6,1,8,125.6,9238,19,141.0,7,17,9,6,3.51,6,19,38,1,0
0,0.0,0,0.0,0,1,0,140.0,9147,29,133.1,9,39,9,5,-3.12,5,37,37,0,1
5,11.6,5,11.6,5,1,7,115.8,9147,19,121.0,5,18,5,5,1.79,5,19,3,1,0
7,13.9,7,13.9,8,1,8,135.5,9500,18,156.0,10,1,9,8,-1.7,8,1,1,0,0
14,13.642857142857142,15,13.466666666666669,14,1,16,130.2,9147,24,141.0,9,43,9,14,-3.12,15,37,37,0,0
6,11.708333333333334,5,11.8,9,1,12,117.4,9500,19,117.0,193,1,194,7,2.02,7,19,19,0,0
2,12.0,3,12.0,13,1,11,120.0,9853,18,128.0,9,1,9,6,-1.7,6,1,1,0,1
6,11.666666666666666,6,11.166666666666666,9,1,7,132.7,9238,19,139.0,3,17,3,6,-3.12,6,2,3,0,0
7,13.285714285714286,12,12.333333333333334,13,1,21,130.0,8014,31,130.0,0,43,0,10,0.32,12,34,34,0,0
8,14.955555555555556,7,13.995714285714287,9,1,7,136.7,9500,18,147.0,3,1,4,8,2.02,7,3,1,0,0
8,13.65625,7,14.44142857142857,8,1,7,128.0,9500,18,135.0,7,17,7,8,2.02,7,19,19,1,0
0,0.0,1,11.0,19,1,17,120.0,9003,19,120.0,123,44,144,6,-0.92,6,1,3,0,0
6,12.25,6,13.0,15,1,13,101.3,9085,18,133.1,2,15,4,6,2.02,6,3,3,0,0
9,11.88888888888889,15,11.733333333333333,17,1,23,130.0,9238,37,130.0,5,7,5,11,-4.06,16,37,37,0,0
6,12.666666666666666,6,13.166666666666666,6,1,6,113.9,9254,18,123.0,7,17,7,6,2.02,6,37,37,0,0
0,0.0,0,0.0,0,1,5,118.2,9254,19,128.0,9,17,9,6,3.51,5,19,38,0,1
0,0.0,0,0.0,0,1,0,136.0,171,22,133.1,5,1,5,0,-1.7,0,38,37,0,1
4,11.5,4,11.0,7,1,7,119.1,9670,20,124.0,7,1,5,5,-3.12,5,19,37,1,0
0,0.0,0,0.0,12,1,12,142.8,9853,20,133.1,0,1,0,6,0.32,6,34,34,0,1
2,13.5,5,10.8,13,1,9,120.3,9147,19,128.0,6,1,9,5,3.51,5,1,1,0,0
6,16.0,6,17.0,11,1,10,149.5,9238,18,168.0,9,1,9,6,1.79,6,37,37,0,0
2,12.0,2,10.0,14,1,15,120.1,9147,18,133.0,3,17,9,5,0.79,5,19,1,1,1
3,12.333333333333334,4,11.6,10,1,8,116.5,9147,20,128.0,9,16,9,5,0.32,5,37,37,0,0
2,10.0,3,11.75,12,1,15,120.0,9003,22,120.0,7,44,9,6,0.79,6,1,19,0,1
7,14.24,7,14.24,8,1,8,130.5,9500,18,145.0,9,17,5,8,1.74,8,19,37,0,0
2,10.5,4,10.5,7,1,10,109.5,9853,19,114.0,5,1,5,7,-0.92,7,19,37,0,1
0,0.0,0,0.0,0,1,0,135.0,9254,20,143.0,6,17,4,6,2.02,6,1,19,0,1
7,12.082857142857142,7,12.082857142857142,8,1,8,120.3,9500,18,134.0,9,1,9,8,1.74,8,37,38,1,0
4,14.0,5,13.833333333333334,6,1,8,126.8,9773,21,124.0,8,18,9,6,0.79,6,38,37,1,0
7,12.454285714285716,7,12.454285714285716,8,1,8,120.0,9500,19,129.0,5,17,9,8,1.74,8,38,37,0,0
8,12.8,7,12.4,9,1,8,121.2,9500,18,131.0,2,18,3,8,-0.92,7,1,3,0,0
0,0.0,0,0.0,0,1,0,145.3,171,18,147.0,8,1,4,0,1.79,0,2,3,0,0
6,14.166666666666666,6,14.714285714285714,7,1,7,152.0,9254,18,160.0,3,17,5,6,-1.7,6,19,37,0,0
5,15.8,5,14.714285714285714,5,1,7,159.3,9130,19,167.0,90,1,90,5,0.32,5,37,37,0,0
3,11.666666666666666,4,12.25,10,1,11,149.2,9773,18,146.0,3,1,1,6,-3.12,6,3,1,0,0
6,12.333333333333334,7,11.285714285714286,10,1,15,116.9,9773,32,140.0,7,43,3,7,0.79,11,3,37,0,0
6,12.666666666666666,6,13.833333333333334,6,1,6,141.7,9773,18,148.0,9,1,9,6,1.74,6,1,19,0,0
6,13.5,9,13.666666666666666,15,0,19,143.3,9085,23,140.0,5,53,5,9,3.51,12,1,1,0,0
4,11.75,4,12.75,10,1,8,120.1,9085,18,133.0,7,1,9,5,-1.7,5,38,37,0,0
7,12.892857142857142,5,13.188,9,1,9,112.1,9500,20,117.0,7,1,4,8,2.02,7,19,1,1,0
3,12.333333333333334,2,10.5,7,1,8,121.0,9147,18,129.0,9,1,4,5,0.32,5,37,38,0,0
8,14.9625,7,14.692857142857145,8,1,7,117.1,9500,30,129.0,9,1,9,8,1.79,7,37,37,0,0
5,10.4,4,11.75,9,1,11,131.0,8014,29,140.0,3,39,9,6,1.74,6,37,37,1,0
7,13.1,7,13.1,8,1,8,129.3,9500,18,149.0,4,1,4,8,-1.7,8,1,1,0,0
6,15.5,6,17.0,6,1,6,134.7,9085,18,148.0,9,1,4,6,3.51,6,38,19,0,0
8,12.8875,8,12.8875,9,1,9,136.3,9500,18,141.0,1,1,2,8,-3.12,8,4,3,0,0
8,12.0,5,11.8,14,1,15,117.4,9147,19,124.0,9,43,9,10,0.32,10,37,37,0,0
4,14.75,6,12.75,6,1,10,100.0,9003,60,133.1,9,39,9,6,0.79,6,37,37,0,0
5,13.0,5,13.8,5,1,5,117.1,9147,22,115.0,9,1,4,5,0.32,5,1,37,0,0
0,0.0,0,0.0,10,1,12,115.0,9003,22,120.0,2,43,1,6,-0.92,6,3,3,0,1
1,12.0,2,11.0,12,1,13,152.1,9991,28,130.0,7,39,9,5,2.02,5,1,1,0,1
6,13.428571428571429,6,14.875,8,1,8,149.5,9670,17,146.0,8,1,9,6,2.02,6,1,1,1,0
5,13.5,4,13.375,7,1,12,121.4,9500,28,133.1,6,39,5,7,0.79,7,19,19,0,0
0,0.0,0,0.0,0,1,0,117.0,9238,19,117.0,9,1,9,6,1.79,6,19,19,0,1
1,13.0,3,10.0,12,1,12,146.4,9147,27,166.0,8,1,4,5,0.32,5,19,37,0,0
5,12.6,4,13.75,9,1,5,122.4,9670,19,129.0,5,43,5,6,-1.7,5,3,3,0,0
3,10.666666666666666,1,12.0,7,1,10,130.4,9119,18,137.0,4,17,4,5,0.32,5,1,1,0,1
5,14.2,5,14.6,5,1,7,117.2,9085,20,128.0,8,17,8,5,-1.7,5,38,19,0,0
7,12.6,7,13.117142857142856,9,1,7,109.3,9500,18,117.0,7,1,4,8,2.02,7,1,1,1,0
5,12.4,5,12.0,8,1,8,128.6,9773,19,130.0,5,1,3,6,-3.12,6,1,38,0,0
2,10.5,4,11.5,16,1,10,122.7,9254,45,136.0,9,1,9,6,0.32,6,37,37,1,1
6,12.0,4,11.25,6,1,8,127.3,9238,19,122.0,7,16,9,6,1.74,6,19,37,1,0
0,0.0,0,0.0,0,1,0,103.5,9238,42,133.1,4,39,9,6,-4.06,6,37,37,0,1
4,11.5,5,11.833333333333334,11,0,11,156.0,9130,24,156.0,4,43,9,6,-4.06,6,19,1,0,1
4,11.5,6,12.666666666666666,10,1,9,140.0,9085,20,140.0,9,44,3,6,0.79,6,1,39,0,0
0,0.0,0,0.0,0,0,0,114.3,9254,20,122.0,6,17,5,6,-4.06,6,37,37,0,1
11,12.272727272727272,15,13.333333333333334,13,1,16,145.7,8014,25,145.7,9,43,9,13,0.79,16,37,37,0,0
5,14.333333333333334,6,14.75,9,1,8,150.0,9670,21,133.1,5,17,4,6,2.02,6,1,37,0,0
3,10.8,3,10.5,11,1,10,106.5,9119,19,111.0,10,17,5,5,1.79,5,19,3,0,1
7,13.314285714285717,7,13.314285714285717,8,1,8,126.0,9500,18,140.0,7,18,5,8,-1.7,8,37,38,0,0
3,12.6,2,13.25,12,0,15,135.5,9991,29,140.0,8,43,9,5,-0.92,5,37,38,0,1
0,0.0,0,0.0,5,1,14,95.0,9147,20,133.1,8,17,4,5,2.02,5,1,19,0,1
6,12.666666666666666,6,12.666666666666666,7,1,7,106.0,9500,24,133.1,8,39,9,7,0.32,7,38,38,0,0
4,10.25,3,12.333333333333334,7,1,7,126.0,9085,19,146.0,7,1,9,5,0.32,5,1,1,0,0
3,16.2,4,14.5,10,1,6,180.0,9119,30,180.0,7,7,2,5,0.79,5,4,3,0,0
4,13.75,6,11.833333333333334,9,1,9,131.5,8014,39,133.1,141,39,144,6,2.02,6,19,19,1,0
6,12.666666666666666,5,13.0,6,1,7,155.0,9070,21,133.1,9,1,9,6,-0.92,6,1,1,1,0
6,13.116666666666667,6,13.116666666666667,7,1,7,153.0,9500,18,160.0,10,17,4,7,0.32,7,19,1,0,0
7,12.757142857142856,6,13.39,10,1,8,128.8,9500,18,130.0,4,17,9,8,2.02,7,19,1,0,0
2,11.0,4,12.0,10,1,9,121.8,9119,18,133.0,4,1,3,5,3.51,5,3,1,0,0
0,0.0,0,0.0,0,1,5,150.0,9147,26,150.0,7,7,1,5,-3.12,5,6,27,0,1
5,13.0,6,13.0,19,1,10,140.0,9085,19,140.0,2,44,2,6,1.79,6,3,3,0,0
18,14.933333333333334,18,14.933333333333334,33,1,33,145.0,9500,21,141.0,4,42,9,21,0.32,21,37,1,0,0
6,13.333333333333334,6,12.833333333333334,6,1,6,141.1,9773,18,140.0,10,1,5,6,-3.12,6,1,19,0,0
6,14.266666666666666,6,14.266666666666666,7,1,7,137.3,9500,19,148.0,2,1,2,7,0.32,7,3,3,0,0
5,11.4,5,12.0,7,1,5,160.0,9991,26,160.0,9,44,9,5,-1.7,5,37,37,0,0
0,0.0,1,12.0,6,1,10,130.0,9003,44,133.1,9,39,9,6,2.02,6,37,37,0,1
6,12.5,6,12.166666666666666,6,1,6,110.5,9238,22,108.0,7,1,9,6,1.79,6,19,38,1,0
4,10.5,5,10.6,11,1,8,126.9,9238,19,144.0,3,17,2,6,-4.06,6,3,1,0,0
8,14.772727272727272,7,13.642857142857142,11,1,7,134.9,9500,18,147.0,5,17,5,8,-0.92,7,1,1,0,0
3,10.666666666666666,3,11.5,12,1,12,130.0,9254,23,130.0,193,44,194,6,3.51,6,39,39,0,0
0,0.0,0,0.0,5,1,9,143.6,9147,18,139.0,6,17,6,5,0.32,5,1,38,0,0
5,10.6,6,11.166666666666666,10,1,8,137.0,9254,20,131.0,7,1,9,6,-4.06,6,37,38,1,0
0,0.0,0,0.0,5,0,6,122.5,9119,32,120.0,7,39,4,5,-1.7,5,37,37,0,1
4,10.25,3,15.0,11,1,11,118.3,9853,22,119.0,8,5,5,6,-3.12,6,1,38,0,0
4,14.0,6,13.166666666666666,8,1,9,106.0,9085,20,106.0,9,17,3,6,0.79,6,37,1,0,0
6,11.5,6,11.333333333333334,6,1,7,121.0,9238,19,135.0,10,1,9,6,1.79,6,1,12,1,0
1,10.0,0,0.0,8,1,9,116.7,9500,18,124.0,8,1,9,7,-4.06,7,1,19,1,1
0,0.0,0,0.0,6,1,6,116.7,9147,19,124.0,3,1,5,5,0.32,5,1,1,0,0
6,11.0,6,11.666666666666666,7,1,10,110.0,8014,29,114.0,99,43,0,6,0.32,6,34,34,0,0
0,0.0,0,0.0,0,1,0,144.2,171,19,155.0,1,1,1,0,-1.7,0,4,3,0,0
6,13.833333333333334,6,12.166666666666666,6,1,6,100.0,9773,24,100.0,4,39,4,6,0.32,6,1,1,0,0
8,12.93375,8,12.93375,8,1,8,122.8,9500,18,126.0,5,18,5,8,-3.12,8,37,37,0,0
2,10.5,3,11.333333333333334,12,1,13,118.4,9085,21,125.0,9,17,4,5,-3.12,5,1,38,0,0
5,12.4,5,12.4,6,1,7,125.4,9070,19,125.0,9,1,9,6,-3.12,6,19,38,0,0
7,15.57,7,15.57,8,1,8,143.8,9500,27,130.0,7,39,3,8,1.74,8,37,37,0,1
5,13.2,6,13.166666666666666,9,1,7,122.0,9670,19,123.0,3,17,3,6,3.51,6,37,38,0,0
6,12.666666666666666,6,12.666666666666666,7,1,7,130.8,9500,18,137.0,9,1,7,7,0.32,7,37,37,1,0
8,13.41625,8,13.41625,8,1,8,133.3,9500,17,140.0,4,1,1,8,-3.12,8,19,19,1,0
0,0.0,0,0.0,5,0,5,134.1,9991,49,135.0,0,39,0,5,0.32,5,34,34,0,1
2,13.5,4,11.75,8,1,8,150.0,9130,24,130.0,9,44,9,6,2.02,6,38,19,0,1
6,14.666666666666666,6,13.333333333333334,6,1,6,143.0,9238,19,140.0,7,44,7,6,0.79,6,38,37,0,0
5,12.0,3,11.666666666666666,8,1,10,148.0,8014,26,150.0,6,42,4,6,-3.12,6,19,2,0,0
5,11.0,5,12.8,8,1,8,115.0,8014,28,115.0,7,1,9,6,-3.12,6,38,38,0,0
6,11.166666666666666,6,12.833333333333334,7,1,6,125.4,9070,19,117.0,3,17,3,6,2.02,6,1,1,1,0
6,13.833333333333334,6,13.666666666666666,6,1,7,144.1,9773,19,143.0,9,1,4,6,-1.7,6,1,1,1,0
8,15.06875,7,13.15,9,1,8,130.6,9500,18,143.0,7,17,9,8,0.79,7,38,1,1,0
5,12.0,5,11.333333333333334,8,1,11,143.9,9147,18,146.0,6,17,6,5,0.79,5,38,37,0,0
8,12.82875,8,12.82875,8,1,8,119.8,9500,19,125.0,4,1,4,8,-3.12,8,1,1,1,0
6,13.3,6,13.3,7,1,7,118.8,9500,24,125.0,9,1,9,7,0.32,7,37,37,0,0
6,12.571428571428571,6,12.666666666666666,7,1,6,157.0,9773,18,158.0,7,1,4,6,1.74,6,1,38,0,0
0,0.0,0,0.0,0,1,0,167.3,171,19,155.0,10,16,5,0,0.79,0,1,3,0,0
7,12.412857142857144,7,12.412857142857144,8,1,8,122.0,9500,24,100.0,8,39,4,8,1.74,8,1,19,0,0
2,13.5,5,12.414285714285713,13,1,11,126.6,9556,23,131.0,193,51,152,7,3.51,7,1,37,0,0
0,0.0,0,0.0,0,0,4,130.0,9991,42,110.0,9,39,9,5,-1.7,4,37,37,0,1
6,13.0,6,13.0,7,1,6,135.8,9773,19,140.0,6,1,9,6,1.74,6,19,37,1,0
11,13.0,12,13.666666666666666,16,1,12,131.2,171,21,128.0,3,51,3,11,3.51,12,2,1,0,0
6,13.833333333333334,6,13.0,6,1,8,116.0,9238,44,120.0,9,39,9,6,-1.7,6,37,37,0,0
3,11.0,5,11.6,9,1,9,97.0,9853,23,133.1,9,1,9,6,-1.7,6,19,19,0,1
1,10.0,2,13.0,11,1,7,150.0,9119,23,140.0,4,51,4,5,3.51,5,1,19,0,1
8,13.74625,8,13.74625,8,1,8,130.3,9500,18,146.0,9,1,3,8,-3.12,8,2,19,0,0
5,11.8,6,13.333333333333334,8,1,7,132.8,9853,18,137.0,9,1,9,6,0.32,6,37,37,0,0
6,12.571428571428571,6,14.833333333333334,7,1,6,143.4,9238,21,140.0,5,44,5,6,0.79,6,1,1,1,0
8,13.544444444444444,7,12.765714285714289,9,1,7,120.2,9500,19,127.0,3,1,3,8,1.79,7,1,19,1,0
5,11.7,7,11.857142857142858,21,1,11,159.0,9556,25,130.0,9,39,9,8,1.79,7,37,37,0,0
8,12.86,8,12.86,10,1,10,125.5,9500,18,141.0,7,1,5,8,-3.12,8,19,38,0,0
6,13.714285714285714,6,13.833333333333334,10,1,7,128.9,9085,18,141.0,8,1,9,6,3.51,6,1,38,1,0
3,12.0,5,10.8,9,1,7,122.5,9119,20,126.0,192,1,141,5,3.51,5,1,38,0,0
7,14.257142857142856,7,14.257142857142856,8,1,8,130.0,9500,29,130.0,1,39,1,8,-1.7,8,2,2,0,0
0,0.0,2,13.0,5,0,7,140.0,9130,18,140.0,3,7,2,5,-1.7,5,2,38,0,1
4,10.833333333333334,4,11.25,10,1,11,148.0,9991,31,130.0,7,39,9,5,0.79,5,38,19,1,0
5,11.8,5,12.6,13,1,6,115.2,9147,19,126.0,3,1,3,5,-0.92,5,3,19,0,0
0,0.0,0,0.0,0,1,1,155.7,9991,35,140.0,2,39,2,5,1.74,1,3,3,0,1
0,0.0,0,0.0,0,1,0,178.3,171,18,188.0,2,1,2,0,-4.06,0,3,3,0,1
2,10.5,4,11.5,10,1,10,110.2,9254,21,113.0,3,17,2,6,-3.12,6,1,1,0,1
6,15.833333333333334,6,15.333333333333334,9,1,6,156.9,9070,19,152.0,8,16,4,6,-1.7,6,1,38,0,0
8,12.98125,8,12.98125,8,1,8,124.3,9500,20,126.0,7,1,4,8,-3.12,8,1,38,1,0
0,0.0,0,0.0,0,1,0,129.0,171,19,136.0,8,1,5,0,0.79,0,37,19,1,0
6,12.166666666666666,6,12.833333333333334,6,1,8,131.1,9238,18,137.0,171,17,152,6,3.51,6,38,19,1,0
0,0.0,1,10.0,6,1,11,100.0,8014,24,120.0,7,39,8,6,-3.12,6,19,37,0,1
5,12.333333333333334,5,12.0,11,1,10,118.8,9670,18,123.0,8,17,7,6,2.02,6,38,38,1,0
5,13.0,6,12.166666666666666,7,1,8,126.3,9670,18,141.0,9,1,5,6,0.79,6,1,1,1,0
3,11.7,5,10.9,21,1,21,120.0,9556,31,160.0,6,39,9,8,-1.7,7,37,37,0,1
0,0.0,0,0.0,0,1,0,134.8,171,18,133.0,7,17,6,0,1.79,0,1,1,0,0
2,10.25,2,10.25,16,1,16,100.0,9500,24,100.0,9,42,9,8,-1.7,8,19,19,0,1
6,13.5,6,14.5,6,1,6,110.2,9070,55,110.0,7,39,7,6,2.02,6,37,37,0,0
4,12.4,5,11.8,8,1,7,123.3,9147,19,131.0,10,1,3,5,-0.92,5,3,19,0,0
7,12.3,7,12.3,9,1,9,132.5,9500,19,136.0,3,17,9,8,-1.7,8,19,38,0,0
6,13.875,6,16.46153846153846,8,1,13,126.5,9085,18,130.0,6,1,9,6,-4.06,6,37,37,1,0
3,10.666666666666666,4,13.5,14,1,12,121.8,9853,18,127.0,7,17,5,6,1.74,6,38,37,0,0
5,14.0,6,12.166666666666666,7,1,6,118.3,8014,20,120.0,4,43,5,6,-1.7,6,38,19,0,0
7,12.042857142857144,7,12.042857142857144,8,1,8,120.0,9500,25,133.1,9,39,9,8,-1.7,8,19,37,1,0
3,11.666666666666666,5,12.0,7,0,7,142.5,9085,37,110.0,6,39,5,7,3.51,7,40,1,0,1
0,0.0,4,11.25,0,1,8,118.3,9773,19,119.0,9,17,9,6,-4.06,6,38,19,0,1
7,12.471428571428572,7,12.471428571428572,12,1,12,125.8,9500,19,144.0,9,1,9,8,-1.7,8,38,37,1,0
12,12.857142857142858,14,12.5625,24,1,29,140.0,9130,20,140.0,2,43,2,12,-4.06,17,3,3,0,0
5,11.6,4,12.0,6,1,5,117.7,9670,20,124.0,4,1,9,5,-3.12,5,19,1,0,1
5,11.833333333333334,5,11.8,8,1,8,117.0,9773,21,133.1,5,17,9,6,-4.06,6,38,38,0,0
8,12.4875,6,13.391666666666666,8,1,7,128.8,9500,18,140.0,9,1,9,8,1.79,7,1,19,0,0
6,12.666666666666666,6,12.166666666666666,8,1,6,116.7,9773,18,123.0,9,1,9,6,1.79,6,1,38,1,0
0,0.0,3,11.333333333333334,6,1,7,150.3,9991,24,150.0,9,39,9,5,1.74,5,19,19,0,1
6,11.833333333333334,6,11.714285714285714,6,1,7,115.4,9238,19,121.0,8,1,8,6,0.79,6,38,37,1,0
0,0.0,2,11.0,12,0,10,120.5,9238,32,133.1,4,39,0,6,0.32,6,37,29,0,1
0,0.0,0,0.0,6,1,9,110.0,9130,37,110.0,8,7,4,6,-0.92,6,19,19,0,1
4,11.25,5,11.8,13,1,10,135.4,9003,24,140.0,6,39,9,6,1.79,6,19,19,0,0
11,12.083333333333334,11,13.090909090909092,12,1,12,141.6,9070,19,143.0,5,18,7,11,1.74,12,38,38,1,0
6,13.666666666666666,6,12.333333333333334,7,1,6,117.1,9238,21,129.0,8,17,9,6,3.51,6,37,37,0,0
0,0.0,4,11.75,7,1,10,132.0,9773,43,133.1,4,39,7,6,-4.06,6,37,37,0,1
4,12.6,5,12.2,7,1,7,120.0,9070,21,117.0,10,51,2,6,3.51,6,5,1,0,0
6,12.666666666666666,4,11.75,10,1,8,103.0,9670,20,133.1,1,1,9,6,1.74,6,1,1,1,0
1,11.0,1,10.0,7,1,8,135.9,9147,20,131.0,9,16,9,5,0.32,5,37,37,0,1
6,12.833333333333334,6,14.5,6,1,6,120.8,9070,18,125.0,4,16,4,6,1.79,6,1,1,0,0
0,0.0,0,0.0,0,1,0,130.2,171,18,126.0,4,1,4,0,-3.12,0,10,10,1,1
3,11.333333333333334,3,13.666666666666666,10,1,11,131.0,9147,22,131.0,90,18,90,5,-3.12,5,34,34,0,1
5,12.4,6,13.0,8,1,6,105.5,9773,19,110.0,5,1,5,6,1.79,6,19,19,0,0
3,11.333333333333334,3,12.75,8,0,13,130.0,9003,29,130.0,10,44,9,6,0.79,6,37,37,0,1
6,13.714285714285714,6,13.875,7,1,8,114.3,9670,18,122.0,3,17,3,6,2.02,6,1,38,0,0
1,12.5,4,13.875,1,1,4,190.0,9556,43,190.0,2,7,2,1,2.02,4,5,5,0,1
0,0.0,0,0.0,5,1,8,116.7,9670,21,116.0,2,1,0,5,-3.12,5,38,19,0,1
7,13.79857142857143,7,13.79857142857143,8,1,8,129.5,9500,18,143.0,9,1,7,8,1.74,8,38,19,1,0
5,13.0,6,11.428571428571429,12,1,10,140.0,9003,24,140.0,4,44,9,6,1.79,6,37,37,0,0
8,14.44875,7,14.368,8,1,10,131.6,9500,19,143.0,5,1,9,8,-4.06,7,37,37,1,0
4,13.75,0,0.0,6,1,6,125.0,9130,21,125.0,2,43,3,5,1.74,5,39,3,0,0
6,13.416666666666666,6,13.416666666666666,7,1,7,127.5,9500,19,145.0,6,1,5,7,0.32,7,38,37,1,0
6,14.166666666666666,6,13.714285714285714,6,1,9,138.9,9238,18,141.0,10,1,9,6,0.79,6,37,38,0,0
5,13.833333333333334,5,14.2,6,1,5,156.0,9991,33,120.0,3,39,5,5,1.74,5,37,19,0,0
0,0.0,0,0.0,5,1,7,113.3,9119,23,115.0,6,5,4,5,0.32,5,19,37,0,1
6,11.5,6,12.5,6,1,6,111.6,9773,21,114.0,9,18,9,6,2.02,6,1,1,1,0
4,12.0,6,11.428571428571429,15,0,23,122.0,9003,25,130.0,1,39,9,7,-4.06,10,1,37,0,1
0,0.0,0,0.0,6,1,6,101.0,9254,25,133.1,1,39,4,6,-4.06,6,19,1,0,1
6,12.166666666666666,6,12.833333333333334,7,1,6,129.4,9773,18,135.0,10,1,4,6,2.02,6,1,19,0,0
6,12.416666666666666,6,11.658333333333331,11,1,8,125.0,9500,19,126.0,9,1,9,8,1.79,7,19,19,0,0
6,12.285714285714286,6,11.5,8,1,6,110.4,9070,19,116.0,8,1,5,6,3.51,6,1,12,0,0
6,13.142857142857142,6,13.8,7,1,11,150.0,9085,20,150.0,1,44,4,6,-0.92,6,38,38,0,0
5,13.2,5,12.2,5,1,6,113.1,9085,21,119.0,3,1,4,5,1.74,5,2,1,0,0
6,10.375,6,11.714285714285714,15,1,10,136.6,9070,18,132.0,2,1,2,6,0.79,6,4,39,0,0
7,13.0,9,12.416666666666666,14,1,14,138.3,9254,33,170.0,6,39,4,9,1.74,10,37,37,0,0
0,0.0,0,0.0,12,0,6,128.2,8014,41,113.0,6,43,0,6,-3.12,6,37,37,0,1
0,0.0,0,0.0,5,1,5,130.0,9991,33,130.0,9,43,2,5,-1.7,5,3,1,0,1
8,14.545,7,13.30625,8,1,8,127.3,9500,18,135.0,4,17,5,8,-4.06,7,19,1,0,0
0,0.0,0,0.0,6,1,5,154.0,9991,27,150.0,9,39,3,5,1.79,5,3,1,0,1
4,14.0,6,13.571428571428571,11,1,9,127.0,9670,18,127.0,9,1,3,6,1.79,6,3,19,0,0
6,12.625,6,11.714285714285714,8,1,7,113.0,9238,20,120.0,9,17,9,6,0.79,6,19,37,1,0
6,11.833333333333334,6,12.666666666666666,7,1,7,119.3,9238,20,121.0,171,1,191,6,3.51,6,19,19,0,0
